,artist,number,title,year
567,The Dave Clark Five,68,Can't You See That She's Mine,1964
568,The Shangri-Las,69,Leader of the Pack,1964
569,Joe Hinton,70,Funny How Time Slips Away,1964
570,The Temptations,71,The Way You Do the Things You Do,1964
571,Dionne Warwick,72,Anyone Who Had a Heart,1964
572,Al Martino,73,I Love You More and More Every Day,1964
573,Roy Orbison,74,It's Over,1964
574,The Four Seasons,75,Ronnie,1964
575,The Trashmen,76,Surfin' Bird,1964
576,The Tams,77,What Kind of Fool (Do You Think I Am),1964
577,Dean Martin,78,The Door Is Still Open to My Heart,1964
578,The Kinks,79,You Really Got Me,1964
579,Sammy Davis Jr.,80,The Shelter of Your Arms,1964
580,The Impressions,81,I'm So Proud,1964
581,The Jelly Beans,82,I Wanna Love Him So Bad,1964
582,Roger Miller,83,Dang Me,1964
583,Al Hirt,84,Cotton Candy,1964
584,Nancy Wilson,85,(You Don't Know) How Glad I Am,1964
585,The Kingsmen,86,Money (That's What I Want),1964
586,The Searchers,87,Don't Throw Your Love Away,1964
587,Tommy Tucker,88,Hi-Heel Sneakers,1964
588,Gerry and the Pacemakers,89,How Do You Do It?,1964
589,The Ventures,90,"Walk, Don't Run '64",1964
590,The Dave Clark Five,91,Do You Love Me,1964
591,Robert Maxwell,92,Shangri-La,1964
592,Jumpin' Gene Simmons,93,Haunted House,1964
593,Jimmy Hughes,94,Steal Away,1964
594,The Beatles,95,I Saw Her Standing There,1964
595,Andy Williams,96,A Fool Never Learns,1964
596,Billy J. Kramer & The Dakotas,97,Bad to Me,1964
597,Bobby Vinton,98,There! I've Said It Again,1964
598,The Kingsmen,99,Louie Louie,1964
599,The Searchers,100,Needles and Pins,1964
600,Sam the Sham and the Pharaohs,1,Wooly Bully,1965
601,Four Tops,2,I Can't Help Myself (Sugar Pie Honey Bunch),1965
602,The Rolling Stones,3,(I Can't Get No) Satisfaction,1965
603,We Five,4,You Were on My Mind,1965
604,The Righteous Brothers,5,You've Lost That Lovin' Feelin',1965
605,Petula Clark,6,Downtown,1965
606,The Beatles,7,Help!,1965
607,Herman's Hermits,8,Can't You Hear My Heartbeat,1965
608,Elvis Presley,9,Crying in the Chapel,1965
609,The Temptations,10,My Girl,1965
610,The Beach Boys,11,"Help Me, Rhonda",1965
611,Roger Miller,12,King of the Road,1965
612,Jewel Akens,13,The Birds and the Bees,1965
613,Mel Carter,14,"Hold Me, Thrill Me, Kiss Me",1965
614,Junior Walker & the All Stars,15,Shotgun,1965
615,Sonny & Cher,16,I Got You Babe,1965
616,Gary Lewis & the Playboys,17,This Diamond Ring,1965
617,Ramsey Lewis Trio,18,The 'In' Crowd,1965
618,Herman's Hermits,19,"Mrs. Brown, You've Got a Lovely Daughter",1965
619,The Supremes,20,Stop! In the Name of Love,1965
620,The Righteous Brothers,21,Unchained Melody,1965
621,Herman's Hermits,22,Silhouettes,1965
622,The Seekers,23,I'll Never Find Another You,1965
623,Jay and the Americans,24,Cara Mia,1965
624,The Byrds,25,Mr. Tambourine Man,1965
625,Sounds Orchestral,26,Cast Your Fate to the Wind,1965
626,Barbara Mason,27,"Yes, I'm Ready",1965
627,Tom Jones,28,What's New Pussycat?,1965
628,Barry McGuire,29,Eve of Destruction,1965
629,The McCoys,30,Hang On Sloopy,1965
630,The Beatles,31,Ticket to Ride,1965
631,Bert Kaempfert,32,Red Roses for a Blue Lady,1965
632,James Brown,33,Papa's Got a Brand New Bag,1965
633,Wayne Fontana & The Mindbenders,34,Game of Love,1965
634,Shirley Ellis,35,The Name Game,1965
635,Petula Clark,36,I Know a Place,1965
636,The Supremes,37,Back in My Arms Again,1965
637,Barbara Lewis,38,Baby I'm Yours,1965
638,The Kingsmen,39,The Jolly Green Giant,1965
639,Patti Page,40,"Hush, Hush, Sweet Charlotte",1965
640,Bob Dylan,41,Like a Rolling Stone,1965
641,Freddie and the Dreamers,42,I'm Telling You Now,1965
642,Gerry and the Pacemakers,43,Ferry Cross the Mersey,1965
643,The Righteous Brothers,44,Just Once in My Life,1965
644,Johnny Rivers,45,The Seventh Son,1965
645,Herman's Hermits,46,"I'm Henry the Eighth, I Am",1965
646,Horst Jankowski,47,A Walk in the Black Forest,1965
647,The Yardbirds,48,For Your Love,1965
648,The Beach Boys,49,California Girls,1965
649,The Moody Blues,50,Go Now,1965
650,Shirley Bassey,51,Goldfinger,1965
651,Billy Joe Royal,52,Down in the Boondocks,1965
652,Glenn Yarbrough,53,Baby the Rain Must Fall,1965
653,The Dave Clark Five,54,Catch Us If You Can,1965
654,The Beatles,55,Eight Days a Week,1965
655,The Beau Brummels,56,Just a Little,1965
656,Ian Whitcomb,57,You Turn Me On,1965
657,Marvin Gaye,58,I'll Be Doggone,1965
658,Gary Lewis & the Playboys,59,Save Your Heart for Me,1965
659,The Kinks,60,Tired of Waiting for You,1965
660,Gary Lewis & the Playboys,61,Count Me In,1965
661,The Kinks,62,All Day and All of the Night,1965
662,Jackie DeShannon,63,What the World Needs Now Is Love,1965
663,Tom Jones,64,It's Not Unusual,1965
664,Sir Douglas Quintet,65,She's About a Mover,1965
665,Sam Cooke,66,Shake,1965
666,Herman's Hermits,67,Wonderful World,1965
667,Martha and the Vandellas,68,Nowhere to Run,1965
668,The Yardbirds,69,Heart Full of Soul,1965
669,The Searchers,70,Love Potion No. 9,1965
670,Dickey Lee,71,Laurie (Strange Things Happen),1965
671,Sonny & Cher,72,Baby Don't Go,1965
672,The Turtles,73,It Ain't Me Babe,1965
673,The Zombies,74,Tell Her No,1965
674,Peter and Gordon,75,I Go to Pieces,1965
675,Vic Dana,76,Red Roses for a Blue Lady,1965
676,Patty Duke,77,Don't Just Stand There,1965
677,The Miracles,78,The Tracks of My Tears,1965
678,Brenda Lee,79,Too Many Rivers,1965
679,The Dave Clark Five,80,I Like It Like That,1965
680,Bobby Goldsboro,81,Little Things,1965
681,Peter and Gordon,82,True Love Ways,1965
682,Four Tops,83,It's the Same Old Song,1965
683,The Fortunes,84,You've Got Your Troubles,1965
684,Joe Tex,85,Hold What You've Got,1965
685,The Animals,86,We Gotta Get out of This Place,1965
686,The Beau Brummels,87,"Laugh, Laugh",1965
687,The Rolling Stones,88,The Last Time,1965
688,The Lovin' Spoonful,89,Do You Believe in Magic,1965
689,Cher,90,All I Really Want to Do,1965
690,Little Anthony and the Imperials,91,Take Me Back,1965
691,The Strangeloves,92,I Want Candy,1965
692,The Miracles,93,Ooo Baby Baby,1965
693,Sonny,94,Laugh at Me,1965
694,Roy Head,95,Treat Her Right,1965
695,Jack Jones,96,The Race Is On,1965
696,"Dino, Desi & Billy",97,I'm a Fool,1965
697,The Ad Libs,98,The Boy from New York City,1965
698,Del Shannon,99,Keep Searchin' (We'll Follow the Sun),1965
699,Marvin Gaye,100,How Sweet It Is (To Be Loved by You),1965
700,The Mamas & the Papas,1,California Dreamin',1966
701,? and the Mysterians,2,96 Tears,1966
702,Jimmy Ruffin,3,What Becomes of the Brokenhearted,1966
703,The Monkees,4,Last Train to Clarksville,1966
704,Four Tops,5,Reach Out I'll Be There,1966
705,Nancy Sinatra,6,These Boots Are Made for Walkin',1966
706,The Association,7,Cherish,1966
707,Frank Sinatra,8,Strangers in the Night,1966
708,Paul Revere & the Raiders,9,Kicks,1966
709,SSgt. Barry Sadler,10,Ballad of the Green Berets,1966
710,The Young Rascals,11,Good Lovin',1966
711,The Righteous Brothers,12,(You're My) Soul and Inspiration,1966
712,The Supremes,13,You Can't Hurry Love,1966
713,Bobby Hebb,14,Sunny,1966
714,The Happenings,15,See You In September,1966
715,Sam the Sham and the Pharaohs,16,Li'l Red Riding Hood,1966
716,Lou Christie,17,Lightnin' Strikes,1966
717,Johnny Rivers,18,Poor Side of Town,1966
718,Lee Dorsey,19,Working In The Coal Mine,1966
719,The Mindbenders,20,A Groovy Kind of Love,1966
720,Dusty Springfield,21,You Don't Have To Say You Love Me,1966
721,Donovan,22,Sunshine Superman,1966
722,Sandy Posey,23,Born a Woman,1966
723,The Mamas & the Papas,24,"Monday, Monday",1966
724,The Cyrkle,25,Red Rubber Ball,1966
725,Roger Williams,26,Born Free,1966
726,The Left Banke,27,Walk Away Renée,1966
727,The Capitols,28,Cool Jerk,1966
728,Carla Thomas,29,B-A-B-Y,1966
729,Tommy James and the Shondells,30,Hanky Panky,1966
730,Percy Sledge,31,When a Man Loves a Woman,1966
731,The Outsiders,32,Time Won't Let Me,1966
732,The Hollies,33,Bus Stop,1966
733,The Rolling Stones,34,"Paint It, Black",1966
734,The Lovin' Spoonful,35,Summer In The City,1966
735,B. J. Thomas & the Triumphs,36,I'm So Lonesome I Could Cry,1966
736,Petula Clark,37,My Love,1966
737,The Lovin' Spoonful,38,Daydream,1966
738,The Temptations,39,Ain't Too Proud to Beg,1966
739,The Troggs,40,Wild Thing,1966
740,Bob Lind,41,Elusive Butterfly,1966
741,Simon & Garfunkel,42,I Am a Rock,1966
742,The Standells,43,Dirty Water,1966
743,Tommy Roe,44,Hooray for Hazel,1966
744,Ray Charles,45,Crying Time,1966
745,Tommy Roe,46,Sweet Pea,1966
746,Johnny Rivers,47,Secret Agent Man,1966
747,The Lovin' Spoonful,48,Did You Ever Have to Make Up Your Mind?,1966
748,The Beatles,49,We Can Work It Out,1966
749,Simon & Garfunkel,50,Homeward Bound,1966
750,Stevie Wonder,51,Uptight (Everything's Alright),1966
751,Cher,52,Bang Bang (My Baby Shot Me Down),1966
752,The Beach Boys,53,Sloop John B,1966
753,The Rolling Stones,54,19th Nervous Breakdown,1966
754,The Surfaris,55,Wipe Out,1966
755,Count Five,56,Psychotic Reaction,1966
756,The Beatles,57,Paperback Writer,1966
757,The Temptations,58,Beauty Is Only Skin Deep,1966
758,The T-Bones,59,No Matter What Shape (Your Stomach's In),1966
759,Robert Parker,60,Barefootin',1966
760,Paul Revere & the Raiders,61,Just Like Me,1966
761,Deon Jackson,62,Love Makes the World Go Round,1966
762,Crispian St. Peters,63,The Pied Piper,1966
763,Ray Conniff Singers,64,Somewhere My Love,1966
764,David Houston,65,Almost Persuaded,1966
765,Bobby Darin,66,If I Were a Carpenter,1966
766,The Marvelettes,67,Don't Mess with Bill,1966
767,Neil Diamond,68,"Cherry, Cherry",1966
768,Dionne Warwick,69,Message to Michael,1966
769,Lou Rawls,70,Love Is a Hurtin' Thing,1966
770,The Shadows of Knight,71,Gloria,1966
771,The Supremes,72,My World Is Empty Without You,1966
772,The Beach Boys,73,Barbara Ann,1966
773,Bob Dylan,74,Rainy Day Women #12 & 35,1966
774,The Sandpipers,75,Guantanamera,1966
775,James & Bobby Purify,76,I'm Your Puppet,1966
776,Wilson Pickett,77,Land of 1000 Dances,1966
777,The Shades of Blue,78,Oh How Happy,1966
778,Peter and Gordon,79,Woman,1966
779,The Turtles,80,You Baby,1966
780,The Chiffons,81,Sweet Talkin' Guy,1966
781,The Vogues,82,Five O'Clock World,1966
782,Los Bravos,83,Black Is Black,1966
783,The Beatles,84,Nowhere Man,1966
784,Herman's Hermits,85,Dandy,1966
785,Slim Harpo,86,Baby Scratch My Back,1966
786,Gary Lewis & The Playboys,87,She's Just My Style,1966
787,Chris Montez,88,The More I See You,1966
788,Bobby Fuller Four,89,I Fought the Law,1966
789,The Beatles,90,Yellow Submarine,1966
790,Paul Revere & the Raiders,91,Hungry,1966
791,Herb Alpert and the Tijuana Brass,92,Zorba the Greek,1966
792,The Yardbirds,93,Shapes of Things,1966
793,The Association,94,Along Comes Mary,1966
794,Wilson Pickett,95,"634-5789 (Soulsville, U.S.A.)",1966
795,Mitch Ryder & the Detroit Wheels,96,Devil with a Blue Dress On/Good Golly Miss Molly,1966
796,The Beach Boys,97,Wouldn't It Be Nice,1966
797,The Isley Brothers,98,This Old Heart of Mine,1966
798,Gary Lewis & The Playboys,99,Green Grass,1966
799,The Kinks,100,A Well Respected Man,1966
800,Lulu,1,To Sir With Love,1967
801,The Box Tops,2,The Letter,1967
802,Bobbie Gentry,3,Ode to Billie Joe,1967
803,The Association,4,Windy,1967
804,The Monkees,5,I'm a Believer,1967
805,The Doors,6,Light My Fire,1967
806,Frank & Nancy Sinatra,7,Somethin' Stupid,1967
807,The Turtles,8,Happy Together,1967
808,The Young Rascals,9,Groovin',1967
809,Frankie Valli,10,Can't Take My Eyes off You,1967
810,The Music Explosion,11,Little Bit O' Soul,1967
811,Tommy James and the Shondells,12,I Think We're Alone Now,1967
812,Aretha Franklin,13,Respect,1967
813,Stevie Wonder,14,I Was Made to Love Her,1967
814,Bobby Vee,15,Come Back When You Grow Up,1967
815,The Buckinghams,16,Kind of a Drag,1967
816,Arthur Conley,17,Sweet Soul Music,1967
817,The Soul Survivors,18,Expressway to Your Heart,1967
818,Sam & Dave,19,Soul Man,1967
819,The Association,20,Never My Love,1967
820,Jay & the Techniques,21,"Apples, Peaches, Pumpkin Pie",1967
821,Every Mother's Son,22,Come on Down to My Boat,1967
822,Strawberry Alarm Clock,23,Incense and Peppermints,1967
823,The Rolling Stones,24,Ruby Tuesday,1967
824,Vikki Carr,25,It Must Be Him,1967
825,The Supremes,26,Love Is Here and Now You're Gone,1967
826,Buffalo Springfield,27,For What It's Worth,1967
827,Brenton Wood,28,Gimme Little Sign,1967
828,The Supremes,29,The Happening,1967
829,The Beatles,30,All You Need Is Love,1967
830,Engelbert Humperdinck,31,Release Me,1967
831,Marvin Gaye & Tammi Terrell,32,Your Precious Love,1967
832,Jefferson Airplane,33,Somebody to Love,1967
833,The Esquires,34,Get on Up,1967
834,Van Morrison,35,Brown Eyed Girl,1967
835,Martha and the Vandellas,36,Jimmy Mack,1967
836,The Happenings,37,I Got Rhythm,1967
837,Procol Harum,38,A Whiter Shade of Pale,1967
838,The Buckinghams,39,Don't You Care,1967
839,The Casinos,40,Then You Can Tell Me Goodbye,1967
840,The Supremes,41,Reflections,1967
841,The Hollies,42,On a Carousel,1967
842,Bobby Vinton,43,Please Love Me Forever,1967
843,Dionne Warwick,44,Alfie,1967
844,The Tremeloes,45,Silence Is Golden,1967
845,Ed Ames,46,My Cup Runneth Over,1967
846,The 5th Dimension,47,"Up, Up and Away",1967
847,Scott McKenzie,48,San Francisco (Be Sure to Wear Flowers in Your Hair),1967
848,The Cowsills,49,"The Rain, The Park & Other Things",1967
849,Herman's Hermits,50,There's a Kind of Hush,1967
850,The Buckinghams,51,"Mercy, Mercy, Mercy",1967
851,Petula Clark,52,This Is My Song,1967
852,Jackie Wilson,53,(Your Love Keeps Lifting Me) Higher and Higher,1967
853,The Young Rascals,54,I've Been Lonely Too Long,1967
854,The Beatles,55,Penny Lane,1967
855,The Temptations,56,You're My Everything,1967
856,The Seekers,57,Georgy Girl,1967
857,Five Americans,58,Western Union,1967
858,Aretha Franklin,59,Baby I Love You,1967
859,The Monkees,60,"A Little Bit Me, a Little Bit You",1967
860,Lesley Gore,61,California Nights,1967
861,The Mamas & the Papas,62,Dedicated to the One I Love,1967
862,The Young Rascals,63,How Can I Be Sure,1967
863,The Hollies,64,Carrie Anne,1967
864,Blues Magoos,65,(We Ain't Got) Nothin' Yet,1967
865,The Easybeats,66,Friday on My Mind,1967
866,The Bar-Kays,67,Soul Finger,1967
867,The Spencer Davis Group,68,Gimme Some Lovin',1967
868,The Hombres,69,Let It Out (Let It All Hang Out),1967
869,The Grass Roots,70,Let's Live for Today,1967
870,Peaches & Herb,71,Close Your Eyes,1967
871,Booker T & the M.G.'s,72,Groovin',1967
872,Wilson Pickett,73,Funky Broadway,1967
873,The Monkees,74,Pleasant Valley Sunday,1967
874,Aretha Franklin,75,I Never Loved a Man (The Way I Love You),1967
875,Aaron Neville,76,Tell It Like It Is,1967
876,James Brown,77,Cold Sweat,1967
877,The Turtles,78,She'd Rather Be with Me,1967
878,Keith,79,98.6,1967
879,Ray Charles,80,Here We Go Again,1967
880,Jefferson Airplane,81,White Rabbit,1967
881,Four Tops,82,Bernadette,1967
882,Sonny & Cher,83,The Beat Goes On,1967
883,The Royal Guardsmen,84,Snoopy Vs. The Red Baron,1967
884,Janis Ian,85,Society's Child,1967
885,Neil Diamond,86,"Girl, You'll Be a Woman Soon",1967
886,Marvin Gaye & Tammi Terrell,87,Ain't No Mountain High Enough,1967
887,Sandy Posey,88,I Take It Back,1967
888,The Tremeloes,89,Here Comes My Baby,1967
889,Robert Knight,90,Everlasting Love,1967
890,"Peter, Paul and Mary",91,I Dig Rock and Roll Music,1967
891,Bill Cosby,92,"Little Ole Man (Uptight, Everything's Alright)",1967
892,The Electric Prunes,93,I Had Too Much to Dream (Last Night),1967
893,The Monkees,94,Daydream Believer,1967
894,Johnny Rivers,95,Baby I Need Your Lovin',1967
895,Tommy James and the Shondells,96,Mirage,1967
896,Tom Jones,97,"Green, Green Grass of Home",1967
897,The Who,98,I Can See for Miles,1967
898,Petula Clark,99,Don't Sleep in the Subway,1967
899,Neil Diamond,100,Thank the Lord for the Night Time,1967
900,The Beatles,1,Hey Jude,1968
901,Paul Mauriat,2,Love is Blue,1968
902,Bobby Goldsboro,3,Honey,1968
903,Otis Redding,4,(Sittin' On) The Dock of the Bay,1968
904,The Rascals,5,People Got to Be Free,1968
905,Cream,6,Sunshine of Your Love,1968
906,Herb Alpert,7,This Guy's in Love With You,1968
907,Hugo Montenegro,8,"The Good, the Bad and the Ugly",1968
908,Simon & Garfunkel,9,Mrs. Robinson,1968
909,Archie Bell & the Drells,10,Tighten Up,1968
910,Jeannie C. Riley,11,Harper Valley PTA,1968
911,O. C. Smith,12,Little Green Apples,1968
912,Tommy James and the Shondells,13,Mony Mony,1968
913,The Doors,14,"Hello, I Love You",1968
914,Gary Puckett & The Union Gap,15,Young Girl,1968
915,The Box Tops,16,Cry Like a Baby,1968
916,The 5th Dimension,17,Stoned Soul Picnic,1968
917,Hugh Masekela,18,Grazing in the Grass,1968
918,The Grass Roots,19,Midnight Confessions,1968
919,Sly & the Family Stone,20,Dance to the Music,1968
920,Cliff Nobles,21,The Horse,1968
921,The Temptations,22,I Wish It Would Rain,1968
922,The Delfonics,23,La-La (Means I Love You),1968
923,The Vogues,24,"Turn Around, Look at Me",1968
924,John Fred & His Playboy Band,25,Judy in Disguise (With Glasses),1968
925,Classics IV,26,Spooky,1968
926,The Supremes,27,Love Child,1968
927,Merrilee Rush,28,Angel of the Morning,1968
928,Georgie Fame,29,The Ballad of Bonnie and Clyde,1968
929,Mary Hopkin,30,Those Were the Days,1968
930,Steppenwolf,31,Born to Be Wild,1968
931,The Intruders,32,Cowboys to Girls,1968
932,1910 Fruitgum Company,33,Simon Says,1968
933,Gary Puckett & The Union Gap,34,Lady Willpower,1968
934,The Rascals,35,A Beautiful Morning,1968
935,Sérgio Mendes,36,The Look of Love,1968
936,Johnny Nash,37,Hold Me Tight,1968
937,Ohio Express,38,Yummy Yummy Yummy,1968
938,The Crazy World of Arthur Brown,39,Fire,1968
939,The Troggs,40,Love Is All Around,1968
940,Gene & Debbe,41,Playboy,1968
941,Dionne Warwick,42,(Theme from) Valley of the Dolls,1968
942,Mason Williams,43,Classical Gas,1968
943,Clarence Carter,44,Slip Away,1968
944,The O'Kaysions,45,Girl Watcher,1968
945,Aretha Franklin,46,(Sweet Sweet Baby) Since You've Been Gone,1968
946,The Lemon Pipers,47,Green Tambourine,1968
947,1910 Fruitgum Company,48,"1, 2, 3, Red Light",1968
948,Friend & Lover,49,Reach out of the Darkness,1968
949,The Rolling Stones,50,Jumpin' Jack Flash,1968
950,Richard Harris,51,MacArthur Park,1968
951,José Feliciano,52,Light My Fire,1968
952,People!,53,I Love You,1968
953,Percy Sledge,54,Take Time to Know Her,1968
954,Status Quo,55,Pictures of Matchstick Men,1968
955,Blue Cheer,56,Summertime Blues,1968
956,Marvin Gaye & Tammi Terrell,57,Ain't Nothing Like the Real Thing,1968
957,James Brown,58,I Got the Feelin',1968
958,The Bee Gees,59,I've Gotta Get a Message to You,1968
959,The Beatles,60,Lady Madonna,1968
960,Donovan,61,Hurdy Gurdy Man,1968
961,Steppenwolf,62,Magic Carpet Ride,1968
962,The Fireballs,63,Bottle of Wine,1968
963,The Dells,64,Stay in My Corner,1968
964,Willie Mitchell,65,Soul Serenade,1968
965,Tom Jones,66,Delilah,1968
966,The Human Beinz,67,Nobody but Me,1968
967,Sam & Dave,68,I Thank You,1968
968,Sérgio Mendes,69,The Fool on the Hill,1968
969,The Animals,70,Sky Pilot,1968
970,The Cowsills,71,Indian Lake,1968
971,Tommy Boyce & Bobby Hart,72,I Wonder What She's Doing Tonight,1968
972,Gary Puckett & The Union Gap,73,Over You,1968
973,The Lettermen,74,Goin' Out of My Head/Can't Take My Eyes Off You,1968
974,Stevie Wonder,75,Shoo-Be-Doo-Be-Doo-Da-Day,1968
975,The Irish Rovers,76,The Unicorn,1968
976,Vanilla Fudge,77,You Keep Me Hangin' On,1968
977,The Beatles,78,Revolution,1968
978,Gary Puckett & The Union Gap,79,"Woman, Woman",1968
979,The Turtles,80,Elenore,1968
980,Cream,81,White Room,1968
981,Marvin Gaye & Tammi Terrell,82,You're All I Need to Get By,1968
982,The Foundations,83,"Baby, Now That I've Found You",1968
983,The Sweet Inspirations,84,Sweet Inspiration,1968
984,Smokey Robinson and the Miracles,85,If You Can Want,1968
985,The Mills Brothers,86,Cab Driver,1968
986,The Chambers Brothers,87,Time Has Come Today,1968
987,Dionne Warwick,88,Do You Know the Way to San Jose,1968
988,Simon & Garfunkel,89,Scarborough Fair,1968
989,James Brown,90,Say It Loud – I'm Black and I'm Proud,1968
990,Manfred Mann,91,The Mighty Quinn,1968
991,Shorty Long,92,Here Comes the Judge,1968
992,Aretha Franklin,93,I Say a Little Prayer,1968
993,Aretha Franklin,94,Think,1968
994,Gary Lewis and the Playboys,95,Sealed with a Kiss,1968
995,Big Brother and the Holding Company,96,Piece of My Heart,1968
996,Creedence Clearwater Revival,97,Suzie Q.,1968
